Name,Age,Value €,Value $,Value £,Wage €,Wage $,Wage £,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes
Yavuz Aygün,24,700000.0,775000.0,625000.0,2100.0,2400.0,1900.0,16,12,7,13,14,24,54,8,14,25,60,12,27,25,45,30,75,29,48,40,54,11,44,8,9,10,10,13,6,63,65,64,59,65
Valentino Müller,22,1200000.0,1400000.0,1100000.0,4500.0,5000.0,4000.0,64,63,55,56,61,61,65,58,62,68,63,54,64,68,72,71,55,78,69,74,72,53,56,51,46,58,45,44,44,14,10,10,9,7
Quentin Braat,23,725000.0,825000.0,650000.0,1500.0,1600.0,1300.0,14,6,9,11,14,27,47,9,11,29,55,12,30,21,22,18,60,29,31,32,30,14,47,7,5,11,13,14,9,64,65,66,62,67
Matt Butcher,23,1200000.0,1400000.0,1100000.0,1500.0,1600.0,1300.0,64,62,62,60,62,66,60,59,62,63,62,57,65,64,62,77,70,60,65,58,65,59,59,56,60,55,56,47,41,7,15,6,7,12
Anton Donkor,23,1300000.0,1500000.0,1200000.0,1500.0,1600.0,1300.0,63,65,58,55,59,62,55,57,51,51,50,65,62,51,76,78,82,69,82,64,61,63,70,60,54,60,49,50,57,5,12,11,11,11
İsmail Çipe,26,600000.0,700000.0,550000.0,8800.0,9900.0,7900.0,16,17,15,17,15,16,53,15,16,43,32,14,17,19,45,24,56,32,45,33,57,15,48,18,14,12,18,17,15,65,64,66,64,64
Séga Coulibaly,24,850000.0,975000.0,775000.0,1500.0,1600.0,1300.0,55,46,64,65,66,52,62,50,63,45,51,54,60,51,54,71,81,60,52,58,75,59,44,35,30,31,30,41,29,7,12,10,6,15
Neri Bandiera,31,575000.0,650000.0,525000.0,3900.0,4400.0,3500.0,64,66,20,19,17,25,65,68,17,51,50,51,62,49,75,59,41,75,74,76,64,57,51,63,68,31,27,61,38,11,9,11,11,5
Koki Otani,32,300000.0,350000.0,275000.0,1500.0,1600.0,1300.0,10,14,21,13,10,28,49,17,16,51,49,14,17,20,43,33,46,45,42,25,66,14,54,12,15,19,11,13,14,60,63,67,72,68
Ali Hazazi,27,700000.0,775000.0,625000.0,6000.0,6800.0,5400.0,65,63,61,60,63,66,57,52,61,60,63,53,65,61,63,70,65,68,64,62,73,61,52,43,37,42,36,44,32,11,14,10,8,14
Aritz Castro,22,1300000.0,1500000.0,1200000.0,3200.0,3600.0,2900.0,20,14,14,12,14,20,55,11,13,46,38,12,20,22,40,27,54,57,36,48,61,14,47,10,12,15,14,16,11,68,60,62,62,66
Dawid Szymonowicz,25,1100000.0,1300000.0,1000000.0,2000.0,2300.0,1800.0,63,51,60,64,66,66,54,32,57,39,52,47,61,59,59,62,74,64,62,82,90,62,47,33,32,39,38,43,34,9,11,6,8,15
Erwin Junior Sánchez,28,625000.0,700000.0,550000.0,4300.0,4900.0,3900.0,70,66,40,17,16,26,56,67,12,66,49,38,58,44,62,75,45,72,58,55,63,54,62,69,59,49,40,61,39,12,7,12,10,13
Sebastien Ibeagha,29,550000.0,625000.0,500000.0,2000.0,2300.0,1800.0,44,46,68,66,65,61,64,20,55,32,55,30,65,55,70,56,77,48,71,32,67,63,39,22,22,29,28,30,20,15,12,6,6,11
Conor McCarthy,23,1200000.0,1400000.0,1100000.0,1500.0,1600.0,1300.0,52,50,64,63,65,63,58,27,63,43,55,51,55,44,61,67,74,53,54,51,78,63,40,21,32,28,29,33,29,8,7,13,7,8
James Brophy,26,675000.0,750000.0,600000.0,3400.0,3900.0,3100.0,61,63,57,57,58,53,57,59,55,58,56,61,60,57,79,84,63,67,75,80,61,42,56,53,50,52,50,42,40,7,8,10,9,6
Mateus Couteira,25,600000.0,700000.0,550000.0,4000.0,4500.0,3600.0,48,45,70,68,61,61,56,44,65,45,41,54,62,58,68,45,68,70,58,67,72,65,41,24,42,50,44,57,54,10,15,11,14,15
Varo,28,575000.0,650000.0,525000.0,1800.0,2000.0,1600.0,20,17,10,15,14,22,62,17,20,41,48,16,45,33,38,44,69,47,42,39,76,11,47,17,20,16,20,25,15,64,60,61,62,68
Branislav Niňaj,26,650000.0,725000.0,575000.0,2200.0,2500.0,2000.0,49,40,65,64,66,77,59,28,61,47,56,50,54,56,32,68,82,46,45,43,34,60,39,20,23,24,24,40,29,16,14,7,8,9
Idrissa Ba,30,575000.0,650000.0,525000.0,1600.0,1800.0,1400.0,56,58,20,25,19,70,62,66,47,50,48,60,64,38,68,61,80,66,73,62,70,70,66,60,60,48,46,67,55,15,6,12,12,10
Myles Kenlock,24,700000.0,775000.0,625000.0,2600.0,2900.0,2300.0,61,62,61,61,62,67,54,57,60,53,59,63,60,58,73,66,69,73,74,71,75,59,39,26,29,36,30,36,34,11,13,11,12,5
Steffen Nkansah,25,850000.0,975000.0,775000.0,1500.0,1600.0,1300.0,50,42,62,66,69,55,60,27,66,35,50,40,58,43,61,66,72,58,70,59,59,66,42,27,25,31,30,40,20,6,10,10,8,14
Alessandro Deiola,25,825000.0,950000.0,750000.0,6000.0,6800.0,5400.0,66,62,64,55,65,74,65,66,55,60,62,48,68,64,62,58,72,33,60,52,58,52,73,58,68,52,42,34,68,12,13,10,9,8
Ozkoidi,30,575000.0,650000.0,525000.0,2400.0,2800.0,2200.0,67,59,61,68,69,32,70,65,55,60,46,66,69,52,68,60,50,76,60,55,63,72,43,54,31,42,43,50,30,11,8,15,6,13
Óscar Pinchi,24,900000.0,1000000.0,800000.0,1900.0,2100.0,1700.0,67,68,50,34,39,39,64,67,44,60,63,65,62,62,74,58,60,80,75,73,56,51,64,64,66,60,44,47,61,12,5,12,6,13
Peter Abradanel,37,15000.0,20000.0,15000.0,2400.0,2800.0,2200.0,16,15,24,19,15,25,58,11,29,47,29,11,26,23,71,32,54,50,48,35,56,11,43,15,19,12,14,21,15,59,61,66,57,68
Will Jääskeläinen,22,1100000.0,1300000.0,1000000.0,1500.0,1600.0,1300.0,22,13,11,13,15,22,57,6,12,40,41,14,36,35,35,29,55,45,38,49,61,14,47,13,14,14,14,20,13,62,64,62,63,67
James Efmorfidis,25,750000.0,850000.0,675000.0,1800.0,2000.0,1600.0,69,70,35,44,45,42,55,58,30,64,60,49,64,59,77,62,59,78,76,72,56,39,44,58,58,63,58,44,41,8,6,12,6,12
Tayo Edun,22,1300000.0,1500000.0,1200000.0,2500.0,2800.0,2200.0,59,59,60,57,58,74,64,54,63,58,61,54,64,61,73,82,58,83,67,80,73,53,54,39,46,35,55,55,36,12,12,11,12,9
Peixotacinho,25,600000.0,700000.0,550000.0,2600.0,2900.0,2300.0,35,21,73,58,72,68,53,20,64,26,58,43,60,44,40,65,81,48,36,47,74,50,50,19,45,16,45,49,20,10,14,16,16,11
Ahmet Engin,24,925000.0,1000000.0,825000.0,1500.0,1600.0,1300.0,64,66,57,19,34,45,64,59,25,60,58,58,60,46,78,70,53,75,79,75,64,41,57,54,43,46,52,59,48,6,11,13,14,12
Brandon Haunstrup,24,875000.0,975000.0,775000.0,1500.0,1600.0,1300.0,61,62,62,59,61,48,56,59,55,53,53,64,60,54,74,73,61,61,75,72,80,54,29,34,39,60,48,42,28,12,10,13,11,13
Helge Sandvik,31,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,28,22,8,22,19,21,63,8,22,32,42,21,24,29,34,43,59,57,46,41,53,17,47,15,20,20,21,20,20,62,62,64,63,62
Filip Valenčič,29,600000.0,700000.0,550000.0,4100.0,4600.0,3700.0,63,67,21,23,26,63,63,66,36,60,64,58,63,56,71,63,76,74,75,58,46,56,68,67,64,52,60,53,63,12,6,7,11,9
Bart Straalman,24,850000.0,975000.0,775000.0,1500.0,1600.0,1300.0,55,52,65,65,66,64,55,39,65,33,58,56,58,59,45,72,74,34,64,50,67,60,57,23,30,46,29,31,31,8,8,14,14,6
Leonardo Freijão,25,600000.0,700000.0,550000.0,2600.0,2900.0,2300.0,55,24,68,56,69,59,69,35,72,41,53,57,65,57,52,64,61,75,38,59,57,69,62,38,53,30,42,50,22,15,15,15,18,15
Óscar Vaca,32,425000.0,475000.0,375000.0,3600.0,4000.0,3200.0,59,57,65,58,69,66,58,46,63,42,46,70,55,27,72,61,43,65,63,61,72,47,29,34,33,40,36,41,35,7,6,5,9,11
Christian Schoissengeyr,26,725000.0,825000.0,650000.0,4000.0,4500.0,3600.0,37,25,63,60,65,68,51,23,58,40,55,29,52,45,35,66,93,29,31,33,64,76,22,18,17,24,28,39,24,11,7,6,8,11
Tobias Heintz,22,1300000.0,1500000.0,1200000.0,1500.0,1600.0,1300.0,65,64,35,33,35,39,59,60,34,59,56,61,60,42,74,73,57,81,72,74,82,47,54,59,49,68,68,52,45,13,12,10,11,10
Rick Wulle,26,600000.0,700000.0,550000.0,1600.0,1800.0,1400.0,22,10,14,12,10,21,62,11,19,22,25,11,22,20,44,32,73,48,48,33,55,17,44,12,11,13,19,22,12,62,62,63,59,65
Ryan Broom,24,925000.0,1000000.0,825000.0,2800.0,3100.0,2500.0,63,64,58,52,55,55,58,62,54,61,60,60,63,60,84,73,59,80,81,82,52,48,59,61,57,58,50,55,47,8,15,7,10,10
Marcelo Vildeia,25,675000.0,750000.0,600000.0,6000.0,6800.0,5400.0,62,72,22,31,23,41,63,71,38,46,59,34,61,43,77,65,52,82,88,75,67,53,65,59,61,59,49,62,72,18,12,18,17,14
Frederik Lauenborg,23,825000.0,950000.0,750000.0,2900.0,3300.0,2600.0,66,64,64,62,64,64,64,55,62,62,64,53,68,64,65,70,70,75,67,71,60,55,60,52,52,55,45,45,47,8,12,6,9,14
Luis Henrique,23,1200000.0,1400000.0,1100000.0,3800.0,4300.0,3400.0,66,63,15,19,15,32,61,58,13,63,62,45,59,47,62,65,73,56,65,65,70,68,67,65,49,44,32,69,61,14,11,12,13,15
Faisal Al Masrahi,28,575000.0,650000.0,525000.0,3600.0,4000.0,3200.0,16,17,13,17,19,25,60,10,25,41,53,15,21,23,47,24,66,48,44,31,65,11,44,18,13,20,16,20,12,65,63,62,59,66
Jorge Segura,24,1200000.0,1400000.0,1100000.0,3100.0,3500.0,2800.0,41,30,66,66,72,58,59,37,61,43,59,25,49,30,39,67,71,43,52,40,66,69,41,25,20,32,24,42,30,6,10,15,10,9
Lukas Gugganig,26,700000.0,775000.0,625000.0,2900.0,3300.0,2600.0,50,40,61,62,70,69,67,47,58,48,53,31,43,60,53,56,84,47,50,56,55,68,72,48,51,60,65,41,32,15,11,9,15,14
Aaron Hayden,24,850000.0,975000.0,775000.0,2600.0,2900.0,2300.0,52,49,63,62,64,73,59,33,61,43,55,26,54,49,68,71,77,54,67,57,72,64,41,26,27,38,26,42,24,14,8,10,13,8
Juan Pérez,24,1100000.0,1300000.0,1000000.0,4000.0,4500.0,3600.0,12,21,15,20,14,23,47,20,22,30,41,16,26,25,32,28,69,33,35,34,45,18,43,17,13,17,19,24,19,65,63,65,57,67
Fitim Azemi,28,600000.0,700000.0,550000.0,1500.0,1600.0,1300.0,63,62,25,35,34,61,64,61,46,51,60,54,56,51,76,63,72,70,80,70,90,60,64,64,53,54,49,58,54,10,12,6,13,9
Warren Caddy,24,925000.0,1000000.0,825000.0,2300.0,2600.0,2100.0,65,64,36,18,17,52,61,64,20,52,63,41,53,43,78,53,67,76,76,70,61,58,70,64,61,51,34,65,51,11,6,9,15,10
Aron Elís Þrándarson,26,700000.0,775000.0,625000.0,3200.0,3600.0,2900.0,65,64,56,54,53,59,60,61,57,63,60,58,60,54,72,67,73,77,71,73,75,63,64,56,55,57,51,62,54,15,15,10,7,10
Mohamed Ofkir,24,925000.0,1000000.0,825000.0,1500.0,1600.0,1300.0,63,68,35,32,28,39,62,57,22,59,57,58,56,42,86,67,47,72,83,83,45,33,63,52,63,59,38,43,47,7,15,12,14,7
Thibault Vialla,25,800000.0,900000.0,725000.0,1500.0,1600.0,1300.0,61,64,36,42,42,48,55,58,39,58,60,57,65,61,84,55,50,65,86,77,59,50,62,60,56,59,50,52,54,7,6,15,7,11
Eduar Caicedo,25,1100000.0,1300000.0,1000000.0,3400.0,3900.0,3100.0,56,31,68,61,63,54,63,31,64,30,49,22,40,35,43,64,85,53,33,53,68,68,62,30,37,30,47,40,25,10,9,7,14,12
Kaiyne Woolery,26,700000.0,775000.0,625000.0,2500.0,2800.0,2200.0,64,67,17,15,14,33,59,55,14,50,57,60,59,48,85,65,56,74,80,82,61,55,57,58,51,59,52,60,44,7,12,7,13,7
Keshi Anderson,26,700000.0,775000.0,625000.0,2600.0,2900.0,2300.0,63,66,52,44,49,34,65,63,42,59,54,51,63,58,81,65,55,81,80,85,61,59,66,62,61,52,54,61,57,6,7,8,12,8
Henrik Castegren,25,850000.0,975000.0,775000.0,1500.0,1600.0,1300.0,55,49,61,63,65,71,58,50,61,48,52,52,57,56,63,59,74,40,65,60,80,60,42,26,28,43,28,39,27,10,7,8,11,15
Juan Manuel Ramos,24,775000.0,875000.0,700000.0,3200.0,3600.0,2900.0,66,64,60,61,64,73,63,59,61,51,62,65,56,45,65,63,59,64,63,67,60,49,42,29,37,41,33,38,29,10,7,11,9,14
Ben Stevenson,24,1100000.0,1300000.0,1000000.0,3100.0,3500.0,2800.0,65,64,59,57,61,66,59,58,58,67,71,60,68,64,74,76,62,72,68,72,54,52,64,59,62,65,58,54,53,10,12,9,9,16
Oniel Fisher,29,525000.0,600000.0,475000.0,2000.0,2300.0,1800.0,64,64,62,60,62,72,61,58,61,50,60,55,62,61,75,62,46,75,72,79,52,50,47,29,32,57,37,44,40,8,14,12,13,8
Jermaine Hylton,27,625000.0,700000.0,550000.0,2100.0,2400.0,1900.0,63,64,19,15,20,41,58,57,13,60,55,61,61,39,83,53,57,66,84,76,62,52,53,61,59,45,34,55,49,13,11,13,7,12
Jodi Jones,23,1200000.0,1400000.0,1100000.0,9000.0,10000.0,8100.0,63,70,31,19,21,49,44,61,30,60,57,63,56,49,82,49,40,82,84,79,59,28,61,59,60,64,62,58,58,14,7,10,8,8
Ben Kantie Karamoko,25,825000.0,950000.0,750000.0,1500.0,1600.0,1300.0,43,35,62,62,66,65,53,29,57,29,53,35,49,37,51,57,92,31,37,43,77,64,47,22,24,29,35,39,33,7,11,10,8,11
Kim Sung Ju,30,575000.0,650000.0,525000.0,2200.0,2500.0,2000.0,63,63,49,62,65,44,62,68,59,62,59,65,68,67,55,64,68,61,60,63,56,48,68,57,65,64,40,44,44,10,7,10,14,8
Leandro Vega,24,800000.0,900000.0,725000.0,3100.0,3500.0,2800.0,64,52,63,62,65,50,65,35,61,40,52,50,62,45,68,65,71,63,64,58,76,67,31,33,29,32,25,33,27,7,9,12,13,9
Jhojan Valencia,24,1200000.0,1400000.0,1100000.0,3100.0,3500.0,2800.0,66,64,63,60,61,54,59,52,56,61,55,49,70,63,70,75,58,79,68,75,75,39,54,46,56,36,36,48,36,8,6,12,6,10
Christian Zock,26,650000.0,725000.0,575000.0,6400.0,7300.0,5800.0,60,57,65,55,65,77,58,43,55,60,57,64,69,62,69,66,80,64,68,69,65,56,62,62,59,41,37,49,35,10,8,16,15,14
Eirik Wichne,23,1200000.0,1400000.0,1100000.0,1500.0,1600.0,1300.0,62,55,63,56,58,62,60,53,56,53,47,60,63,65,79,73,66,71,76,74,59,44,60,34,38,53,49,45,37,12,11,13,13,15
Peter Wilson,24,900000.0,1000000.0,800000.0,1500.0,1600.0,1300.0,63,65,47,43,45,55,61,63,17,54,60,45,59,52,85,79,68,73,90,75,82,58,58,64,57,49,35,52,54,14,8,12,9,13
Valtteri Moren,29,500000.0,575000.0,450000.0,3800.0,4300.0,3400.0,52,32,69,65,66,67,61,23,70,29,68,32,55,54,30,58,70,61,30,53,32,65,38,25,21,33,40,42,19,10,7,16,6,10
Sofiane Daham,25,875000.0,975000.0,775000.0,1500.0,1600.0,1300.0,66,63,49,53,56,66,59,62,57,65,66,58,70,68,72,77,66,73,73,80,61,53,63,54,44,60,64,45,40,15,13,6,6,9
Markus Nakkim,24,1100000.0,1300000.0,1000000.0,1500.0,1600.0,1300.0,54,41,59,61,65,70,59,29,64,29,62,32,60,52,53,67,75,53,55,56,70,64,58,27,32,51,59,55,32,14,13,12,9,8
Callum Guy,24,850000.0,975000.0,775000.0,2600.0,2900.0,2300.0,64,62,61,59,61,53,62,56,60,63,60,60,65,64,69,81,61,74,67,71,61,51,58,51,53,61,59,46,42,6,11,11,9,7
Desevio Payne,25,750000.0,850000.0,675000.0,1500.0,1600.0,1300.0,57,62,57,62,63,65,57,49,61,42,58,62,55,46,74,65,64,55,76,75,84,55,46,32,35,33,38,41,29,13,16,7,10,10
Matías Romero,25,800000.0,900000.0,725000.0,2800.0,3100.0,2500.0,64,65,55,58,60,56,67,63,60,57,53,58,64,56,72,68,60,66,72,70,61,54,56,55,57,36,31,45,35,14,15,16,14,11
Maurice Litka,25,800000.0,900000.0,725000.0,1500.0,1600.0,1300.0,66,66,45,29,35,43,57,58,26,64,48,64,62,34,81,62,40,75,73,79,62,39,63,58,60,60,40,52,48,7,15,13,11,9
Jorge Henríquez,26,725000.0,825000.0,650000.0,3900.0,4400.0,3500.0,66,68,28,43,47,59,54,64,43,70,51,55,70,66,68,75,72,75,72,65,51,47,73,57,62,62,65,53,48,7,7,9,16,7
Julian Günther-Schmidt,26,700000.0,775000.0,625000.0,1700.0,1900.0,1500.0,65,64,30,23,24,60,63,61,18,62,58,52,60,38,68,60,75,68,70,70,58,60,70,63,59,60,45,60,57,8,8,8,11,8
Marcos Ledesma,24,750000.0,850000.0,675000.0,2200.0,2500.0,2000.0,19,12,30,14,18,32,64,20,22,23,48,20,28,25,54,30,56,40,46,38,60,20,45,12,13,21,14,31,18,62,68,61,60,62
Luis Cangá,25,775000.0,875000.0,700000.0,3400.0,3900.0,3100.0,63,37,63,63,65,65,59,23,61,35,60,32,62,56,65,76,71,69,54,50,76,64,41,31,22,38,23,39,24,15,14,11,11,15
Cristhian Coimbra,32,400000.0,450000.0,350000.0,3600.0,4000.0,3200.0,50,46,67,69,76,54,48,32,70,17,63,32,52,43,62,71,61,71,56,40,65,60,23,31,37,34,36,53,22,8,14,13,14,11
Marko Kvasina,24,900000.0,1000000.0,800000.0,2900.0,3300.0,2600.0,67,65,23,23,25,48,55,61,22,56,63,32,57,52,51,59,81,36,54,60,55,67,66,68,64,53,34,56,56,10,11,7,12,6
Jamie McGrath,24,925000.0,1000000.0,825000.0,1700.0,1900.0,1500.0,65,66,55,51,56,39,61,62,52,65,66,58,66,65,80,80,65,71,73,82,55,51,64,62,59,56,53,70,52,14,14,15,9,10
Leandro Contin,25,900000.0,1000000.0,800000.0,3800.0,4300.0,3400.0,64,62,56,18,20,50,53,66,26,52,65,39,50,52,60,65,84,55,68,64,62,64,63,70,56,46,35,51,54,11,15,14,8,11
Victor Adeboyejo,23,950000.0,1100000.0,850000.0,3300.0,3800.0,3000.0,62,65,32,18,19,52,64,62,17,49,51,43,58,42,73,68,72,74,74,72,74,59,65,63,56,42,34,57,54,11,12,9,13,10
Víctor García,26,700000.0,775000.0,625000.0,2000.0,2300.0,1800.0,62,52,64,62,61,32,61,52,63,46,49,65,63,58,62,55,49,63,69,47,41,60,58,45,41,53,45,58,55,11,14,10,6,13
Simone Bastoni,24,825000.0,950000.0,750000.0,3200.0,3600.0,2900.0,66,65,55,60,63,52,65,63,55,59,64,67,66,59,62,62,60,66,66,65,66,60,58,48,56,57,61,52,42,8,13,12,13,11
Stiven Vega,22,1300000.0,1500000.0,1200000.0,3100.0,3500.0,2800.0,61,63,54,64,65,59,55,52,59,45,45,58,62,30,62,70,72,68,69,65,77,58,34,22,17,26,26,38,24,14,8,16,11,9
Terell Thomas,25,850000.0,975000.0,775000.0,1700.0,1900.0,1500.0,60,56,63,65,64,66,59,31,62,58,57,56,62,56,63,72,73,62,60,55,72,65,65,34,30,40,37,39,37,8,7,10,15,13
Harry Anderson,24,925000.0,1000000.0,825000.0,3100.0,3500.0,2800.0,58,60,52,45,49,71,63,63,35,61,52,57,60,57,84,87,75,80,91,82,70,57,56,59,51,44,53,59,53,11,15,15,10,14
Bayron Saavedra,23,1300000.0,1500000.0,1200000.0,3100.0,3500.0,2800.0,60,62,64,65,67,64,55,35,56,38,53,62,59,52,70,59,62,67,77,66,67,44,40,34,33,31,27,35,25,6,14,9,9,12
Justin Eilers,32,475000.0,525000.0,425000.0,1500.0,1600.0,1300.0,64,65,32,22,28,58,65,62,39,57,68,58,61,50,79,56,67,68,73,66,65,47,70,61,64,59,33,74,63,13,6,10,12,9
Ryan Hardie,24,1200000.0,1400000.0,1100000.0,3300.0,3800.0,3000.0,63,60,22,18,21,27,62,65,18,45,61,39,56,42,83,73,70,69,88,71,70,56,63,65,56,38,27,59,54,7,12,9,10,15
Lorenzo Andrenacci,26,475000.0,525000.0,425000.0,2700.0,3000.0,2400.0,22,17,19,16,16,18,53,7,15,34,43,14,25,19,50,28,60,58,49,55,55,12,44,13,15,17,18,20,20,65,64,65,59,64
Charlie Colkett,24,825000.0,950000.0,750000.0,1500.0,1600.0,1300.0,63,61,53,62,61,45,58,54,54,69,64,68,67,70,64,72,57,81,47,75,66,49,65,47,53,70,66,58,37,14,8,7,8,10
Santiago Echeverría,31,475000.0,525000.0,425000.0,3600.0,4000.0,3200.0,31,35,68,64,67,60,63,20,67,23,59,48,50,36,60,56,75,46,60,44,58,65,31,21,19,26,27,35,25,15,13,11,16,16
Eric Björkander,24,800000.0,900000.0,725000.0,1500.0,1600.0,1300.0,59,54,65,59,61,64,61,36,66,44,57,40,60,55,66,67,74,61,72,70,78,58,42,31,36,51,31,36,34,7,10,9,11,14
Boubacar Barry,25,825000.0,950000.0,750000.0,1500.0,1600.0,1300.0,68,69,57,56,59,53,62,59,56,59,57,61,64,54,76,65,57,75,79,78,64,42,48,56,51,60,49,53,54,8,14,11,14,10
Conor McGrandles,25,875000.0,975000.0,775000.0,2800.0,3100.0,2500.0,65,64,64,48,55,62,61,59,60,62,59,59,67,65,71,84,65,61,67,74,65,50,58,57,55,50,40,52,39,10,15,13,8,15
Vlad Achim,32,475000.0,525000.0,425000.0,2400.0,2800.0,2200.0,64,60,63,63,64,61,61,56,64,66,66,61,67,63,53,78,72,69,60,64,68,57,61,58,62,57,58,65,52,8,7,12,13,11
Gennaro Acampora,27,625000.0,700000.0,550000.0,4100.0,4600.0,3700.0,68,65,42,54,65,54,63,63,64,52,62,56,69,62,64,77,64,75,57,60,74,41,70,59,68,59,61,55,46,13,13,15,15,6
Erwin Koffi,26,725000.0,825000.0,650000.0,1500.0,1600.0,1300.0,59,60,58,65,62,70,56,48,55,48,62,53,65,61,80,72,64,67,76,72,57,58,57,48,56,51,52,51,49,7,8,11,9,12
Mario López Quintana,25,1100000.0,1300000.0,1000000.0,2300.0,2600.0,2100.0,53,22,63,58,67,64,59,38,62,41,52,35,50,32,52,64,78,60,65,57,71,69,43,18,37,26,23,41,30,12,12,6,10,10
Bonke Innocent,25,775000.0,875000.0,700000.0,1600.0,1800.0,1400.0,63,64,57,60,63,91,52,42,60,51,65,42,62,64,79,74,83,81,73,77,76,46,47,41,43,47,35,47,38,6,8,11,15,14
Cenk Alkılıç,33,400000.0,450000.0,350000.0,3200.0,3600.0,2900.0,62,67,53,65,64,74,63,65,51,54,64,62,61,46,77,63,58,74,76,75,57,57,71,58,58,47,39,55,48,15,7,13,12,13
Federico Palacios Martínez,26,725000.0,825000.0,650000.0,3200.0,3600.0,2900.0,71,72,28,30,35,51,60,62,24,60,58,52,63,40,77,61,31,90,60,90,68,43,68,63,52,65,48,56,67,7,15,10,10,11
Jordan Williams,25,775000.0,875000.0,700000.0,3100.0,3500.0,2800.0,61,55,63,61,64,61,59,39,62,61,63,49,64,63,55,58,78,64,59,57,66,62,43,42,39,44,51,53,38,16,8,6,9,7
Boris Babić,23,1300000.0,1500000.0,1200000.0,3500.0,3900.0,3100.0,63,63,35,21,18,68,62,64,13,55,55,46,52,36,80,63,62,80,83,74,77,59,64,64,53,56,34,58,55,8,9,14,11,16
Danny Johnson,28,625000.0,700000.0,550000.0,4300.0,4900.0,3900.0,62,61,18,18,21,51,61,64,20,53,60,38,56,37,69,68,67,73,68,72,60,61,68,66,62,41,44,66,60,6,14,11,12,15
Max Reinthaler,26,725000.0,825000.0,650000.0,1500.0,1600.0,1300.0,58,54,65,61,65,66,62,42,52,52,62,48,61,58,66,67,81,51,65,58,44,67,56,38,48,50,47,52,44,10,8,7,9,16
Mikey Devlin,27,675000.0,750000.0,600000.0,2000.0,2300.0,1800.0,50,34,64,65,66,80,53,25,59,34,52,28,42,33,34,64,81,42,34,37,76,67,41,23,24,24,30,37,24,7,12,13,13,13
James Jones,25,875000.0,975000.0,775000.0,2800.0,3100.0,2500.0,64,61,53,49,58,45,65,58,54,64,61,58,65,65,70,79,66,83,67,74,56,39,57,54,62,56,42,60,41,11,10,9,12,15
Viv Solomon-Otabor,25,800000.0,900000.0,725000.0,1500.0,1600.0,1300.0,63,64,36,31,33,61,56,57,32,60,60,59,60,53,85,66,64,80,86,73,62,33,55,56,57,44,42,50,46,15,12,14,7,13
Alex Gersbach,23,825000.0,950000.0,750000.0,2600.0,2900.0,2300.0,60,59,59,59,60,58,57,59,59,54,59,60,57,50,81,68,69,69,79,77,62,53,36,34,34,54,44,33,33,7,10,7,9,11
Adrían Spörle,25,700000.0,775000.0,625000.0,1500.0,1600.0,1300.0,61,62,59,59,60,61,58,59,58,57,60,62,59,58,72,71,71,51,74,66,68,56,61,44,47,49,31,55,47,14,10,10,11,13
Svenn Crone,25,650000.0,725000.0,575000.0,2500.0,2800.0,2200.0,61,62,56,59,57,65,59,58,56,63,56,56,63,59,75,81,60,64,75,74,65,52,39,34,35,51,53,32,39,13,9,15,10,12
William Boyle,25,800000.0,900000.0,725000.0,2600.0,2900.0,2300.0,50,48,63,61,63,66,58,24,63,34,55,32,51,52,58,70,80,57,54,37,72,65,46,25,20,26,27,41,24,13,8,15,13,7
Timo Königsmann,24,1000000.0,1100000.0,900000.0,1500.0,1600.0,1300.0,26,21,13,9,12,24,55,9,15,47,30,18,39,34,48,34,76,53,47,35,57,19,43,15,18,21,16,22,15,60,66,64,57,67
Mathias Hebo,25,750000.0,850000.0,675000.0,2500.0,2800.0,2200.0,68,66,54,49,55,67,63,62,56,65,68,55,68,62,55,74,71,73,55,60,46,49,67,56,58,58,50,53,56,14,16,12,14,12
Stefan Aškovski,29,600000.0,700000.0,550000.0,2700.0,3000.0,2400.0,64,67,46,48,53,53,58,62,47,57,57,66,64,59,78,67,66,70,76,73,70,58,65,54,58,68,48,40,58,13,7,13,6,7
Gjoko Zajkov,26,700000.0,775000.0,625000.0,3100.0,3500.0,2800.0,48,38,64,66,67,66,60,26,65,42,61,28,58,59,33,53,75,59,52,52,50,66,42,19,18,19,21,22,12,16,13,7,14,13
Alexander Brunst,25,625000.0,700000.0,550000.0,1800.0,2000.0,1600.0,23,15,12,13,16,27,60,9,13,18,26,13,23,21,40,45,65,31,42,26,57,21,45,14,13,16,15,26,13,61,66,63,60,66
Ricardinho,27,625000.0,700000.0,550000.0,2200.0,2500.0,2000.0,60,57,62,62,65,65,63,59,64,53,53,60,62,59,69,68,67,76,67,65,68,55,63,56,49,47,46,53,42,7,8,9,13,8
Piotr Johansson,26,725000.0,825000.0,650000.0,1500.0,1600.0,1300.0,62,61,60,52,53,60,60,56,52,48,45,60,58,48,77,85,75,61,84,69,68,41,68,50,46,48,39,38,46,6,8,13,16,9
